doc_n,date,title
2017115818.0,2018-11-07,ВЫТАЛКИВАТЕЛЬ ДЛЯ СПУТНИКА
2017101876.0,2018-07-23,"ПАНЕЛЬ, ОБЕСПЕЧИВАЮЩАЯ ЛАМИНАРНЫЙ ПОТОК"
2017116944.0,2018-11-15,Способ построения визуальной взлетно-посадочной системы с помощью вихревых лазерных пучков
2017118430.0,2018-12-03,МНОГОВИНТОВОЙ ЛЕТАТЕЛЬНЫЙ АППАРАТ
2017119554.0,2018-12-05,ТОРОИДАЛЬНЫЕ ОПОРНЫЕ КОНСТРУКЦИИ
2017120525.0,2018-12-13,ОПОРНОЕ ПРИСПОСОБЛЕНИЕ ДЛЯ ПОЛА ГРУЗОВОГО ОТСЕКА
2017106908.0,2018-09-04,СПОСОБ ЗАПУСКА КОСМИЧЕСКИХ АППАРАТОВ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ
2016140483.0,2018-04-17,ЦЕВОЧНАЯ ШЕСТЕРНЯ ДЛЯ СИСТЕМЫ ПРИВОДА
2018128109.0,2018-09-17,СИСТЕМА БЕСПАРАШЮТНОГО ДЕСАНТИРОВАНИЯ С ВЕРТОЛЁТА
2016120306.0,2018-04-23,СТЫКОВОЧНАЯ СИСТЕМА КОСМИЧЕСКОГО ЛЕТАТЕЛЬНОГО АППАРАТА
2016142575.0,2018-05-10,ПРИВОДНАЯ СИСТЕМА ДЛЯ ПОСАДОЧНОГО ШАССИ ЛЕТАТЕЛЬНОГО АППАРАТА
2016143090.0,2018-05-07,КОМПОНОВКА КРЕСЕЛ С ОБЩИМ ВХОДОМ
2016143083.0,2018-05-16,СПОСОБ И УСТРОЙСТВО ДЛЯ ОПРЕДЕЛЕНИЯ СТРУКТУРНЫХ ПАРАМЕТРОВ РЕЛЬСОВОГО ПУТИ
2015116272.0,2018-09-05,АМФИБИЯ
2017119856.0,2018-12-07,СИСТЕМА ОКАЗАНИЯ ЭКСТРЕННОЙ ПОМОЩИ И СПОСОБ СОЗДАНИЯ КОРИДОРА ЭКСТРЕННОЙ ПОМОЩИ ДЛЯ АВТОНОМНОГО ТРАНСПОРТНОГО СРЕДСТВА
2017116161.0,2018-12-14,"ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ УЗЕЛ, В ЧАСТНОСТИ, ДЛЯ ПНЕВМАТИЧЕСКОЙ ТОРМОЗНОЙ УСТАНОВКИ ЖЕЛЕЗНОДОРОЖНЫХ ТРАНСПОРТНЫХ СРЕДСТВ"
2017122864.0,2018-12-29,МОДУЛЬНАЯ СИСТЕМА ТРАНСПОРТИРОВКИ ПАССАЖИРОВ
2017117573.0,2018-12-28,"СИСТЕМА ПОСАДКИ, СОДЕРЖАЩАЯ ВЫДВИЖНУЮ СТУПЕНЬ, ИМЕЮЩУЮ ФУНКЦИЮ ПОДЪЕМА И НАКЛОННОГО ТРАПА"
2018101798.0,2018-04-10,"УСТРОЙСТВО, СИСТЕМЫ ДАС, ДЛЯ ПЕРЕДВИЖЕНИЯ ПО ЛЕДЯНОЙ, СНЕЖНОЙ И ВОДЯНОЙ ПОВЕРХНОСТИ"
2016124632.0,2018-12-04,РЕЗОНАНСНОЕ ТЯГОВОЕ УСТРОЙСТВО
2017101970.0,2018-07-24,УЗЕЛ СИДЕНЬЯ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ)
2017103725.0,2018-08-06,"УСТРОЙСТВО ДЛЯ УСТАНОВКИ КАМЕРЫ НА ТРАНСПОРТНОЕ СРЕДСТВО, ЗЕРКАЛО ЗАДНЕГО ВИДА ТРАНСПОРТНОГО СРЕДСТВА И СООТВЕТСТВУЮЩИЙ СПОСОБ"
2017112323.0,2018-10-11,СИСТЕМА ТРАНСПОРТНОГО СРЕДСТВА И СПОСОБ ПРЕДВАРИТЕЛЬНОГО ОСЛАБЛЕНИЯ РАЗРЫВНОГО ШВА НА ОБШИВКЕ КОЖАНОГО ЧЕХЛА
2017118501.0,2018-11-29,Управление отключением цилиндров для торможения силовым агрегатом
2018126894.0,2018-09-10,ПОГРУЗОЧНО-ТРАНСПОРТНОЕ СРЕДСТВО
2016126004.0,2018-01-10,Устройство для слива масла
2017116343.0,2018-11-13,СИСТЕМА УПРАВЛЕНИЯ СИЛОВОЙ ПЕРЕДАЧЕЙ
2017107161.0,2018-09-06,ОБНАРУЖЕНИЕ БОРДЮРОВ ДЛЯ ПАРКОВКИ ТРАНСПОРТНОГО СРЕДСТВА
2017114204.0,2018-10-25,"СИСТЕМЫ, СПОСОБЫ И УСТРОЙСТВА ДЛЯ СИНХРОНИЗАЦИИ ДАННЫХ ТРАНСПОРТНОГО СРЕДСТВА С ЗАПИСАННЫМИ АУДИОДАННЫМИ"
2017113805.0,2018-10-23,ПЕРЕДВИЖНОЙ ДВУХПРОЕКЦИОННЫЙ ЛЕСО-КАМНЕРЕЗНЫЙ МИНИ-КОМБАЙН
2016135901.0,2018-03-14,СИДЕНЬЕ ОПЕРАТОРА САМОХОДНОЙ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ТЕХНИКИ
2016150827.0,2018-06-25,"ПРЕДМЕТ ОБСТАНОВКИ ТРАНСПОРТНОГО СРЕДСТВА, ТРАНСПОРТНОЕ СРЕДСТВО И СПОСОБ АДАПТАЦИИ ФОРМЫ ПРЕДМЕТА ОБСТАНОВКИ ТРАНСПОРТНОГО СРЕДСТВА"
2016151204.0,2018-06-26,ДЕРЖАТЕЛЬ ПРЕДМЕТОВ ДЛЯ ПОДУШКИ СИДЕНЬЯ В ТРАНСПОРТНОМ СРЕДСТВЕ И СПОСОБ УДЕРЖАНИЯ ПРЕДМЕТА НА ПОДУШКЕ СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА
2016136996.0,2018-03-22,ТРАНСПОРТНОЕ СРЕДСТВО И СПОСОБ ИЗГОТОВЛЕНИЯ ТРАНСПОРТНОГО СРЕДСТВА
2017122447.0,2018-12-27,Гидравлический контур тормозов прицепа для регулируемого коэффициента усиления и улучшенной стабильности
2017109660.0,2018-09-24,МОДУЛЬ ПОДУШКИ (ВАРИАНТЫ) И СПОСОБ ДЛЯ ОЦЕНКИ КОМФОРТНОСТИ
2017110802.0,2018-10-01,СИСТЕМЫ И СПОСОБЫ ДЛЯ ОПРЕДЕЛЕНИЯ ДОСТУПНОСТИ ПРИЛОЖЕНИЙ
2016136450.0,2018-04-27,Подвеска со скручивающейся балкой
2016136452.0,2018-04-26,УСТРОЙСТВО ТОРМОЗНОЙ ПЕДАЛИ ДЛЯ МЕХАНИЧЕСКОГО ТРАНСПОРТНОГО СРЕДСТВА
2016136644.0,2018-04-28,Способ изготовления детали автомобиля в виде рычага и деталь автомобиля в виде рычага
2016136645.0,2018-04-28,ПОДВЕСКА СО СКРУЧИВАЮЩЕЙСЯ БАЛКОЙ
2016138324.0,2018-03-30,ИНДУКТИВНАЯ ПЕРЕДАЧА ЭНЕРГИИ С ПОМОЩЬЮ ИНДУКТИВНОЙ ЭНЕРГОПЕРЕДАЮЩЕЙ ПЛОЩАДКИ
2017111374.0,2018-10-05,ШАРНИРНАЯ МЕХАНИЧЕСКАЯ РЫЧАЖНАЯ СИСТЕМА ВЫДВИГАНИЯ КОМБИНИРОВАННОЙ ОБИВКИ ВЫДВИЖНОЙ ЧАСТИ ДЛЯ БЕДЕР
2017111375.0,2018-10-05,УЗЕЛ СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ)
2016147664.0,2018-06-07,"Платформа для транспортировки изделий, в частности цилиндрической формы"
2016148985.0,2018-06-15,"Технико-технологический комплекс, содержащий электрические станции с пунктом зарядки и обмена аккумуляторов электромобилей"
2017120975.0,2018-12-18,СПОСОБ И СИСТЕМА ДЛЯ ПРЕДОТВРАЩЕНИЯ ОБРАЗОВАНИЯ ПЛЕСЕНИ В ТРАНСПОРТНОМ СРЕДСТВЕ И УСТРАНЕНИЯ ЗАПАХА ПЛЕСЕНИ
2017114526.0,2018-10-26,АДАПТИВНОЕ ОТОБРАЖЕНИЕ ЗАДНЕГО ВИДА
2017115335.0,2018-11-02,"ЭЛЕКТРИЧЕСКАЯ СИСТЕМА ДЛЯ МОТОРНОГО ТРАНСПОРТНОГО СРЕДСТВА, УЗЕЛ КОРОБКИ РЕЛЕЙНОГО УПРАВЛЕНИЯ И СПОСОБ МОДЕРНИЗАЦИИ УЗЛА (ВАРИАНТЫ)"
2017122448.0,2018-12-28,ГИДРАВЛИЧЕСКИЙ КОНТУР УПРАВЛЕНИЯ ТОРМОЗАМИ ПРИЦЕПА С ДВОЙНЫМ ТРУБОПРОВОДОМ И СПОСОБ ЕГО УПРАВЛЕНИЯ
2017119902.0,2018-12-07,СПИНКА СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА
2017114196.0,2018-10-25,СИДЕНЬЕ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ) И ГИБКИЙ ЗАКРЫВАЮЩИЙ ЭЛЕМЕНТ
2017115319.0,2018-11-02,"ПРИСПОСОБЛЕНИЕ ДЛЯ ПОКРЫТИЯ СТОЙКИ ВНУТРИ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ) И ТРАНСПОРТНОЕ СРЕДСТВО, СОДЕРЖАЩЕЕ ТАКОЕ ПРИСПОСОБЛЕНИЕ (ВАРИАНТЫ)"
2017111567.0,2018-10-08,СИСТЕМА И СПОСОБ ОСМОТРА ПОВЕРХНОСТЕЙ ДОРОГ
2017122156.0,2018-12-24,ТРАНСПОРТНОЕ СРЕДСТВО И СПОСОБ ДЛЯ НЕГО
2017105756.0,2018-08-27,"СТАНЦИЯ ДЛЯ ЗАРЯДКИ ТРАНСПОРТНОГО СРЕДСТВА, ОБОРУДОВАННАЯ ШАРНИРНЫМ МАНИПУЛЯТОРОМ"
2017105767.0,2018-08-27,ЗАРЯДНАЯ СТАНЦИЯ ДЛЯ ТРАНСПОРТНЫХ СРЕДСТВ С ДВУХЗВЕННЫМ МАНИПУЛЯТОРОМ
2017116777.0,2018-11-15,СИСТЕМА И СПОСОБ ПОДСВЕТКИ ДЛЯ ДВЕРИ МОТОРНОГО ТРАНСПОРТНОГО СРЕДСТВА
2016145142.0,2018-05-20,НАПРАВЛЕНИЕ ПАССАЖИРОВ
2016146127.0,2018-05-28,ЗАПИРАЮЩИЙ УЗЕЛ ДЛЯ ЗАПИРАНИЯ И ОТПИРАНИЯ ПОДДОНА НА ОПОРНОЙ КОНСТРУКЦИИ
2017118288.0,2018-11-26,"СПОСОБ ОЦЕНКИ ПРОИЗВОДИТЕЛЬНОСТИ ФИЛЬТРАЦИИ ВОЗДУШНОГО ФИЛЬТРА ПАССАЖИРСКОГО САЛОНА ПРИ ОТОПЛЕНИИ, ВЕНТИЛЯЦИИ И КОНДИЦИОНИРОВАНИИ ВОЗДУХА (HVAC) ТРАНСПОРТНОГО СРЕДСТВА"
2017118399.0,2018-11-29,СЪЕМНЫЙ И РАЗДВИЖНОЙ МОДУЛЬ ХРАНЕНИЯ ДЛЯ МОТОРНОГО ТРАНСПОРТНОГО СРЕДСТВА
2017118402.0,2018-12-04,ВОЛОКНИСТОЕ АВТОМОБИЛЬНОЕ ПОКРЫТИЕ
2017119291.0,2018-12-03,УСТРОЙСТВО ДЛЯ ЗАЩИТЫ ОТ ИЗБЫТОЧНОГО ОПТИЧЕСКОГО ИЗЛУЧЕНИЯ ЛОБОВОГО СТЕКЛА КАБИНЫ ТРАНСПОРТНОГО СРЕДСТВА
2018119697.0,2018-10-19,"СПОСОБ БЕЗ КОНТАКТНОГО, БЕЗ ПОДШИПНИКОВОГО ВРАЩЕНИЯ ОБОДА КОЛЕСА И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ"
2017119857.0,2018-12-07,СРЕДСТВО КОНТРОЛЯ ПОЛИЦЕЙСКОГО ТРАНСПОРТНОГО СРЕДСТВА
2700145.0,2019-09-12,Система гидроуправления и смазки трансмиссии с автоматическим контролем технического состояния
2017101676.0,2018-07-20,УЗЕЛ ПОВОРОТНОГО СОЕДИНЕНИЯ
2017122295.0,2018-12-26,ПОСАДОЧНЫЙ УЗЕЛ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ)
2700517.0,2019-09-17,СОРТИМЕНТОВОЗ
2016135522.0,2018-03-02,ТРАНСПОРТНОЕ СРЕДСТВО С СИСТЕМОЙ HVAC СО ВСПОМОГАТЕЛЬНЫМ КОНТУРОМ ПОДАЧИ ОХЛАЖДАЮЩЕЙ ЖИДКОСТИ ДЛЯ ОБОГРЕВА И ОХЛАЖДЕНИЯ САЛОНА ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ) И СООТВЕТСТВУЮЩИЙ СПОСОБ
2700523.0,2019-09-17,"СПОСОБ УПРАВЛЕНИЯ СИСТЕМОЙ СЖАТОГО ВОЗДУХА, А ТАКЖЕ СИСТЕМА СЖАТОГО ВОЗДУХА И ТРАНСПОРТНОЕ СРЕДСТВО"
2016139211.0,2018-04-25,УПРУГОЕ КОЛЕСО (ГРУППА)
2016130019.0,2018-01-25,"УЗЕЛ СОЛНЦЕЗАЩИТНОГО КОЗЫРЬКА, ИМЕЮЩИЙ НЕСКОЛЬКО ЗЕРКАЛ"
2016131303.0,2018-01-31,ПОВЕРХНОСТИ ДЛЯ СИДЕНИЯ НА ВОЗДУШНОЙ ПОДВЕСКЕ С КЛАПАНАМИ УПРАВЛЕНИЯ ПОТОКОМ
2016129135.0,2018-01-18,Способ удаления льда и наледи с ходовых частей подвижного состава
2017116341.0,2018-11-12,СИСТЕМА УПРАВЛЕНИЯ ВЫВОДОМ ИЗ РАБОТЫ ЦИЛИНДРОВ
2016144964.0,2018-05-17,СИСТЕМА ОБНАРУЖЕНИЯ ПРЕДМЕТА И СПОСОБ ОБНАРУЖЕНИЯ ПОСТОРОННИХ ПРЕДМЕТОВ В СИСТЕМЕ ДЛЯ ИНДУКТИВНОЙ ПЕРЕДАЧИ ЭНЕРГИИ
2018126896.0,2018-09-17,ПОГРУЗОЧНО-ТРАНСПОРТНОЕ СРЕДСТВО
2018137313.0,2018-12-03,СОРТИМЕНТОВОЗ
2016144959.0,2018-05-18,"УСТРОЙСТВО И СПОСОБ ОБНАРУЖЕНИЯ ПОСТОРОННЕГО ПРЕДМЕТА В СИСТЕМЕ ДЛЯ ИНДУКТИВНОЙ ПЕРЕДАЧИ ЭНЕРГИИ, А ТАКЖЕ СИСТЕМА ДЛЯ ИНДУКТИВНОЙ ПЕРЕДАЧИ ЭНЕРГИИ"
2017121170.0,2018-12-17,СПАСАТЕЛЬНОЕ СУДНО НА ВОЗДУШНОЙ ПОДУШКЕ
2018138737.0,2018-12-14,Электромобиль с электромеханическим преобразователем энергии
2016126785.0,2018-01-12,БЕЗОПАСНОЕ КОЛЕСО ТРАНСПОРТНОГО СРЕДСТВА
2016138325.0,2018-03-29,"ИНДУКТИВНАЯ ЭРЕРГОПЕРЕДАЮЩАЯ ПЛОЩАДКА, СИСТЕМА ДЛЯ ИНДУКТИВНОЙ ПЕРЕДАЧИ ЭНЕРГИИ И СПОСОБ ЭКСПЛУАТАЦИИ ИНДУКТИВНОЙ ЭНЕРГОПЕРЕДАЮЩЕЙ ПЛОЩАДКИ"
2017102762.0,2018-07-31,ДВИГАТЕЛЬНОЕ УСТРОЙСТВО С ЦИФРОВЫМ УПРАВЛЕНИЕМ И АККУМУЛИРОВАНИЕМ ЭНЕРГИИ
2017114527.0,2018-10-29,ОСНОВАННОЕ НА СЕТИ ХРАНИЛИЩЕ ДАННЫХ ТРАНСПОРТНЫХ СРЕДСТВ И ИНФРАСТРУКТУРНЫХ ДАННЫХ ДЛЯ ОПТИМИЗАЦИИ ПРОКЛАДЫВАНИЯ МАРШРУТА ТРАНСПОРТНОГО СРЕДСТВА
2016130486.0,2018-01-30,СИСТЕМА РАСПРЕДЕЛЕНИЯ И ПОДОГРЕВА СТЕКЛООБМЫВАЮЩЕЙ ЖИДКОСТИ ДЛЯ ЩЕТОК СТЕКЛООЧИСТИТЕЛЯ
2016148720.0,2018-06-14,Способ автоматизированного оповещения водителей транспортных средств на особо опасных участках дороги
2017114662.0,2018-10-29,АВТОНОМНОЕ ВОЖДЕНИЕ ПО БЕЗДОРОЖЬЮ
2018128359.0,2018-09-28,СПОСОБ ЭКОНОМИИ ТОПЛИВНОЙ ЭНЕРГИИ ПРИ ДВИЖЕНИИ ТРАНСПОРТНОГО СРЕДСТВА И УСТРОЙСТВА ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ
2016131354.0,2018-02-01,СИСТЕМЫ ОТОБРАЖЕНИЯ ЭЛЕКТРИЧЕСКОГО ТРАНСПОРТНОГО СРЕДСТВА
2016132137.0,2018-02-08,СИСТЕМА И СПОСОБ ПРОГНОСТИЧЕСКОГО ВОСПРИЯТИЯ ДОРОГИ ДЛЯ МИНИМИЗАЦИИ ПРОБЛЕМ КРАТКОВРЕМЕННОЙ ЭЛЕКТРИЧЕСКОЙ НАГРУЗКИ
2016132147.0,2018-02-08,УСТРОЙСТВО ОТОБРАЖЕНИЯ И ЗЕРКАЛО ТРАНСПОРТНОГО СРЕДСТВА
2016132150.0,2018-02-08,ЗАЩИТНЫЕ КОНСТРУКЦИИ ДЛЯ ДАТЧИКОВ ДАВЛЕНИЯ ВОЗДУХА В КОНСТРУКЦИИ КУЗОВА ТРАНСПОРТНОГО СРЕДСТВА
2017116006.0,2018-11-06,ГАДЖЕТ С РАДИО СИСТЕМАМИ БЛИЖНЕГО И ДАЛЬНЕГО ДЕЙСТВИЯ
2016133006.0,2018-02-16,СИСТЕМА (ВАРИАНТЫ) И СПОСОБ ОПРЕДЕЛЕНИЯ РОСТА ВОДИТЕЛЯ И/ИЛИ ПАССАЖИРА
2016133372.0,2018-02-20,МНОГОТОНОВЫЙ КЛАКСОН С ОДИНОЧНОЙ КАТУШКОЙ
2016127194.0,2018-01-12,"АВТОТРАНСПОРТНОЕ СРЕДСТВО, ИМЕЮЩЕЕ ПРИБОРНУЮ ПАНЕЛЬ"
2017121183.0,2018-12-18,"НАПРАВЛЯЮЩАЯ ЛЕНТЫ ДЛЯ СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА, СИДЕНЬЕ ТРАНСПОРТНОГО СРЕДСТВА И ТРАНСПОРТНОЕ СРЕДСТВО"
2016134190.0,2018-02-27,СВЕТООТРАЖАЮЩИЙ МОДУЛЬ СО МНОЖЕСТВОМ ОТРАЖАЮЩИХ ПЛАСТИН
2016134255.0,2018-03-01,СИСТЕМА И СПОСОБ ДЛЯ УСЛУГИ АВТОНОМНОЙ ПАРКОВКИ С ИСПОЛЬЗОВАНИЕМ ПЛЕНОПТИЧЕСКИХ КАМЕР
2016134734.0,2018-03-01,КОМПЕНСАЦИЯ ДВИЖЕНИЯ ДЛЯ БОРТОВЫХ ДАТЧИКОВ ТРАНСПОРТНОГО СРЕДСТВА
2016135237.0,2018-03-07,АВТОМАТИЧЕСКОЕ УПРАВЛЕНИЕ ОСВЕЩЕНИЕМ ТРАНСПОРТНОГО СРЕДСТВА
2016135520.0,2018-03-06,ГЕНЕРАЛИЗАТОР СЕРТИФИКАЦИИ АВТОНОМНОГО ВОЖДЕНИЯ
2016136014.0,2018-03-14,Стеклоочиститель транспортного средства
2016136178.0,2018-03-15,СРЕДСТВО ПОГЛОЩЕНИЯ УДАРА ПО КРЫШЕ ТРАНСПОРТНОГО СРЕДСТВА (ВАРИАНТЫ)
2016136347.0,2018-03-15,СИСТЕМЫ И СПОСОБЫ ОТПИРАНИЯ ТРАНСПОРТНОГО СРЕДСТВА
2016136483.0,2018-03-15,АКТИВНАЯ ПОДВЕСКА ТРАНСПОРТНОГО СРЕДСТВА
2016136830.0,2018-03-19,"ВРАЩАЕМЫЕ КРЕПЛЕНИЯ, ОБЕСПЕЧИВАЮЩИЕ ПОВЫШЕННУЮ ДОСТУПНОСТЬ ВЗАИМОДЕЙСТВИЯ С ДЕТСКИМИ УДЕРЖИВАЮЩИМИ СИСТЕМАМИ"
2016137074.0,2018-03-20,ПЕРЕХОДНОЕ УСТРОЙСТВО ДЛЯ ЖИДКОСТНОГО ТРУБОПРОВОДА И УСТРОЙСТВО РАСПРЕДЕЛЕНИЯ ЖИДКОСТИ В АВТОМОБИЛЕ
2016137409.0,2018-03-26,Защитный чехол-тент для автомобиля
2016121141.0,2018-01-23,"ПРОТЕКТОРНЫЙ БРАСЛЕТ, СОДЕРЖАЩИЙ БЛОКИ И МЕЛКИЕ КАНАВКИ НА БЛОКАХ"
2016121379.0,2018-01-23,"ПРОТЕКТОРНЫЙ БРАСЛЕТ, СОДЕРЖАЩИЙ ИЗОГНУТЫЕ БЛОКИ С КРОЮЩИМ МАТЕРИАЛОМ"
2016137645.0,2018-03-27,БРЕЛОК С ПОВЫШЕННЫМ УРОВНЕМ МОЩНОСТИ ИЗ-ЗА ЭЛЕКТРИЧЕСКОЙ СВЯЗИ МЕЖДУ РУКОЙ И АНТЕННОЙ
2016137137.0,2018-03-19,СРЕДСТВО ОЦЕНКИ ТАКТИЧЕСКОЙ УГРОЗЫ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА
2016138304.0,2018-03-30,СИСТЕМА И СПОСОБ ДЛЯ КЛЮЧА-БРЕЛКА С УВЕЛИЧЕННЫМ РАДИУСОМ ДЕЙСТВИЯ
2016127199.0,2018-01-12,ЭНЕРГОПОГЛОЩАЮЩИЙ ЭЛЕМЕНТ ДЛЯ ПРИБОРНОЙ ПАНЕЛИ И ПРИБОРНАЯ ПАНЕЛЬ В СБОРЕ
2016137898.0,2018-03-27,АКТИВНОЕ ОБНАРУЖЕНИЕ И УЛУЧШЕННАЯ ВИЗУАЛИЗАЦИЯ ПРИБЛИЖАЮЩИХСЯ ТРАНСПОРТНЫХ СРЕДСТВ
2016138305.0,2018-03-28,"УЗЕЛ БАГАЖНОГО ЛОТКА, ВКЛЮЧАЮЩИЙ В СЕБЯ СКРЫТУЮ РАЗВЕРТЫВАЕМУЮ СИСТЕМУ ХРАНЕНИЯ"
2016138420.0,2018-04-02,ПОДУШКА БЕЗОПАСНОСТИ
2016127583.0,2018-01-12,УЗЕЛ ДИСПЛЕЯ И СПИНКА СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА
2016127607.0,2018-01-12,УЛУЧШЕНИЯ В ИЛИ ОТНОСЯЩИЕСЯ К ЭЛЕКТРИЧЕСКИМ ТРАНСПОРТНЫМ СРЕДСТВАМ
2016139384.0,2018-04-10,СОВМЕСТНОЕ ИСПОЛЬЗОВАНИЕ КОНТЕНТА НА БАЗЕ ТРАНСПОРТНОГО СРЕДСТВА
2016128380.0,2018-01-18,СИСТЕМА ПОДУШКИ БЕЗОПАСНОСТИ И УЗЕЛ ПОДУШКИ БЕЗОПАСНОСТИ (ВАРИАНТЫ)
2016129162.0,2018-01-23,ВЫБИРАЕМОЕ КОНДИЦИОНИРОВАНИЕ САЛОНА ВО ВРЕМЯ ЗАРЯДКИ ЭЛЕКТРИФИЦИРОВАННОГО ТРАНСПОРТНОГО СРЕДСТВА
2016141065.0,2018-04-20,ВНЕШНЯЯ УСТАНОВЛЕННАЯ НА БАГАЖНИКЕ КРЫШИ ПОДУШКА БЕЗОПАСНОСТИ
2016141277.0,2018-04-27,АКТИВНЫЙ БУФЕР И ВЕНТИЛЯЦИОННОЕ ОТВЕРСТИЕ БУФЕРА
2016141575.0,2018-04-24,ПОВОРОТНАЯ ПОДПРУЖИНЕННАЯ НАПРАВЛЯЮЩАЯ ДЛЯ ЛЕНТЫ
2016141790.0,2018-04-25,СПИНКА СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА
2016141798.0,2018-04-26,СИСТЕМА И СПОСОБ КОНТРОЛЯ ДЕТСКОГО СИДЕНЬЯ
2016141947.0,2018-04-26,СИСТЕМЫ СВЯЗИ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА И ТРАНСПОРТНОЕ СРЕДСТВО
2016141950.0,2018-04-26,СИСТЕМА И СПОСОБ ДЛЯ ИНИЦИИРОВАНИЯ РАЗБЛОКИРОВКИ БАГАЖНИКА
2016140602.0,2018-04-18,"МОНТАЖНЫЙ УЗЕЛ ДЛЯ СОЛНЦЕЗАЩИТНОГО КОЗЫРЬКА ТРАНСПОРТНОГО СРЕДСТВА, ТРАНСПОРТНОЕ СРЕДСТВО, МОНТАЖНЫЙ ЭЛЕМЕНТ ДЛЯ СОЛНЦЕЗАЩИТНОГО КОЗЫРЬКА ТРАНСПОРТНОГО СРЕДСТВА, СОЛНЦЕЗАЩИТНЫЙ КОЗЫРЕК, МОНТИРУЕМЫЙ В ОБШИВКЕ ПОТОЛКА ЭЛЕКТРИЧЕСКИЙ СОЕДИНИТЕЛЬ ДЛЯ СОЛНЦЕЗАЩИТНОГО КОЗЫРЬКА ТРАНСПОРТНОГО СРЕДСТВА, И ОБШИВКА ПОТОЛКА ТРАНСПОРТНОГО СРЕДСТВА"
2016142376.0,2018-04-28,СИСТЕМА (ВАРИАНТЫ) И СПОСОБ ДЛЯ ОТПИРАНИЯ ЗАМКА ТРАНСПОРТНОГО СРЕДСТВА
2016143539.0,2018-05-08,СПИНКА СИДЕНЬЯ ТРАНСПОРТНОГО СРЕДСТВА И СИСТЕМА ЗАЩИТЫ ПРИ УДАРЕ ТРАНСПОРТНОГО СРЕДСТВА
2016145064.0,2018-05-18,СИСТЕМА УПРАВЛЕНИЯ СКОРОСТЬЮ ТРАНСПОРТНОГО СРЕДСТВА
2017111591.0,2018-10-08,"СИСТЕМА ПОДУШКИ БЕЗОПАСНОСТИ, СПОСОБ ЗАДЕЙСТВОВАНИЯ ПОДУШКИ БЕЗОПАСНОСТИ И ТРАНСПОРТНОЕ СРЕДСТВО"
2017111625.0,2018-10-08,"АКТИВНЫЙ БУФЕР ДЛЯ УСТАНОВКИ НА ПОВЕРХНОСТИ ВНУТРЕННЕЙ ОТДЕЛКИ АВТОМОБИЛЬНОГО ТРАНСПОРТНОГО СРЕДСТВА, АКТИВНЫЙ БУФЕР В ТРАНСПОРТНОМ СРЕДСТВЕ И СПОСОБ ОБРАЗОВАНИЯ НАДУВАЕМОЙ КАМЕРЫ ДЛЯ АКТИВНОГО БУФЕРА"
2016143346.0,2018-05-04,УПРАВЛЕНИЕ ОКНАМИ ТРАНСПОРТНОГО СРЕДСТВА
2016143356.0,2018-05-04,"КОММЕРЧЕСКОЕ ТРАНСПОРТНОЕ СРЕДСТВО, В ЧАСТНОСТИ ГРУЗОВОЙ АВТОМОБИЛЬ, ПО МЕНЬШЕЙ МЕРЕ, С ОДНОЙ ДВУХМОСТОВОЙ ТЕЛЕЖКОЙ"
2016143728.0,2018-05-10,ТРАНСПОРТНОЕ СРЕДСТВО (ВАРИАНТЫ) И СИСТЕМА ОСВЕЩЕНИЯ ДЛЯ ТРАНСПОРТНОГО СРЕДСТВА
2016144160.0,2018-05-11,УПРАВЛЕНИЕ РАЗВЕРТЫВАНИЕМ КОЛЕННОГО БУФЕРА ЗАДНЕГО РЯДА
2017112327.0,2018-10-11,СИСТЕМА ПАССИВНОЙ БЕЗОПАСНОСТИ
2016144792.0,2018-05-17,СИСТЕМА ДЛЯ УПРАВЛЕНИЯ РАЗВЕРТЫВАНИЕМ КОЛЕННОГО БУФЕРА ВОДИТЕЛЯ
2016145406.0,2018-05-22,УПРАВЛЕНИЕ РАЗВЕРТЫВАНИЕМ КОЛЕННОЙ ПОДКЛАДКИ ДЛЯ ПЕРЕДНЕГО ПАССАЖИРА
